prefecture	species	specimen_type	drug1	drug2	drug3	RRR	RRS	RSR	RSS	SRR	SRS	SSR	SSS
23	K. pneumoniae	urine	1401	1411	1661	0	0	0	0	5	0	29	443
23	K. pneumoniae	stool	1401	1411	1661	1	0	0	0	2	1	6	190
23	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	11	176
23	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	1
36	K. pneumoniae	respiratory	1401	1411	1661	0	0	0	0	0	1	3	515
36	K. pneumoniae	urine	1401	1411	1661	0	0	0	1	0	0	7	255
36	K. pneumoniae	stool	1401	1411	1661	2	0	0	0	0	0	5	3
36	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	8	117
36	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	0
22	K. pneumoniae	respiratory	1401	1411	1661	2	0	0	0	0	0	28	728
22	K. pneumoniae	urine	1401	1411	1661	3	0	4	0	1	0	37	515
22	K. pneumoniae	stool	1401	1411	1661	2	0	0	0	0	0	3	21
22	K. pneumoniae	blood	1401	1411	1661	0	0	0	0	0	0	5	188
22	K. pneumoniae	spinal	1401	1411	1661	0	0	0	0	0	0	0	1
